Symbol,Date,Open,High,Low,Close,Volume
AAL,12 Apr 2019,34.99,35.24,34.5,34.69,4610400
AAME,12 Apr 2019,2.31,2.3185,2.3,2.3185,1900
AAOI,12 Apr 2019,12.5,13.24,12.47,13.09,947000
AAON,12 Apr 2019,45.38,46.29,45.3452,46.26,82000
AAPL,12 Apr 2019,199.2,200.14,196.21,198.87,27754600
AAWW,12 Apr 2019,50.66,51.86,50.35,51.6,616600
AAXJ,12 Apr 2019,73.2,73.29,73.02,73.2,775400
AAXN,12 Apr 2019,61.74,62,61.05,61.87,465800
ABCB,12 Apr 2019,35.86,36.26,35.35,35.95,234700
ABDC,12 Apr 2019,7.82,7.88,7.7501,7.87,24200
ABEO,12 Apr 2019,7.71,7.8,7.35,7.69,537000
ABEOW,12 Apr 2019,3.07,3.07,3.07,3.07,0
ABIL,12 Apr 2019,1.65,1.71,1.6,1.69,28300
ABIO,12 Apr 2019,5.78,5.96,5.64,5.96,49800
ABMD,12 Apr 2019,272.14,273,267.6,270.08,950200
ABTX,12 Apr 2019,36.53,37,36.29,36.85,47500
ABUS,12 Apr 2019,3.85,3.97,3.7,3.73,220000
ACAD,12 Apr 2019,26.27,26.48,25.53,25.68,1118900
ACAMU,12 Apr 2019,10.0085,10.0085,10.0085,10.0085,1000
ACBI,12 Apr 2019,18.38,18.47,18.24,18.4,110900
ACER,12 Apr 2019,26.42,27.78,26.3,26.86,31500
ACGL,12 Apr 2019,32.75,32.935,32.645,32.89,712000
ACGLO,12 Apr 2019,24.65,24.76,24.62,24.66,49300
ACGLP,12 Apr 2019,23.52,23.7,23.52,23.67,121300
ACHC,12 Apr 2019,29.48,29.63,29.21,29.34,834300
ACHN,12 Apr 2019,3.18,3.25,3.1,3.22,1515200
ACHV,12 Apr 2019,3.6,3.65,3.5,3.51,69600
ACIA,12 Apr 2019,60.46,61.16,59.3,60.88,933900
ACIU,12 Apr 2019,4.98,5.387,4.81,4.96,2029000
ACIW,12 Apr 2019,34.57,34.57,33.97,34.02,513000
ACLS,12 Apr 2019,21.08,21.58,20.98,21.45,182000
ACMR,12 Apr 2019,15.62,16.11,15.1983,15.56,93700
ACNB,12 Apr 2019,38.5,38.5,38.0108,38.4,7800
ACOR,12 Apr 2019,12.45,12.52,12.08,12.25,593600
ACRS,12 Apr 2019,6.13,6.2,5.9573,6.03,246500
ACRX,12 Apr 2019,3.4,3.45,3.33,3.39,811500
ACST,12 Apr 2019,0.9437,0.96,0.9201,0.957,93200
ACT,12 Apr 2019,25.47,25.47,25.11,25.11,3300
ACTG,12 Apr 2019,3.15,3.16,3.08,3.12,65900
ACWI,12 Apr 2019,74.01,74.14,73.9,74.03,1460300
ACWX,12 Apr 2019,47.5,47.57,47.44,47.52,1021100
ADAP,12 Apr 2019,4.45,4.51,4.27,4.31,106800
ADBE,12 Apr 2019,273.01,273.51,270.82,271.86,1681300
ADES,12 Apr 2019,12.67,12.8967,12.46,12.77,194700
ADI,12 Apr 2019,112.82,114.29,112.14,114.21,1984100
ADIL,12 Apr 2019,2.91,3,2.9,2.93,32800
ADILW,12 Apr 2019,0.3705,0.3705,0.3705,0.3705,0
ADMA,12 Apr 2019,4.97,5.02,4.8,4.93,786300
ADMP,12 Apr 2019,2.04,2.06,1.9315,2,410000
ADMS,12 Apr 2019,6.71,6.71,6.37,6.44,607900
ADP,12 Apr 2019,162.16,163.38,160.94,163.31,1014200
ADRA,12 Apr 2019,32.12,32.1627,32.12,32.1627,600
ADRD,12 Apr 2019,21.8537,21.8635,21.76,21.77,3900
ADRE,12 Apr 2019,41.9625,41.9625,41.7651,41.85,2100
ADRO,12 Apr 2019,3.8,3.81,3.65,3.67,196800
ADRU,12 Apr 2019,21.4083,21.4083,21.4083,21.4083,300
ADSK,12 Apr 2019,173.02,173.44,170.65,171.87,1404500
ADTN,12 Apr 2019,14.29,14.45,14.15,14.39,225700
ADUS,12 Apr 2019,65.47,66.41,63.7073,64.48,100500
ADVM,12 Apr 2019,5.25,5.34,5.05,5.1,159800
ADXS,12 Apr 2019,3.78,3.78,3.53,3.55,325300
AEGN,12 Apr 2019,19.36,19.62,19.08,19.39,206300
AEHR,12 Apr 2019,1.79,1.82,1.71,1.72,84700
AEIS,12 Apr 2019,54.05,54.78,53.15,54.6,203200
AEMD,12 Apr 2019,0.85,0.8596,0.8,0.8182,244600
AERI,12 Apr 2019,43.99,44.33,40.85,41.89,655500
AEY,12 Apr 2019,1.37,1.37,1.36,1.36,900
AEYE,12 Apr 2019,10.39,10.4898,10.2,10.28,18200
AEZS,12 Apr 2019,4.6,4.79,4.6,4.63,171900
AFH,12 Apr 2019,1.74,1.75,1.55,1.59,239700
AFIN,12 Apr 2019,10.17,10.3,10.01,10.16,322400
AFINP,12 Apr 2019,25.6,25.619,25.5154,25.59,16900
AFMD,12 Apr 2019,4.15,4.16,3.92,3.95,1236900
AGEN,12 Apr 2019,2.67,2.69,2.57,2.6,1096400
AGFS,12 Apr 2019,3.37,3.43,3.2199,3.29,195200
AGFSW,12 Apr 2019,0.0996,0.0996,0.0996,0.0996,0
AGIO,12 Apr 2019,62.84,62.84,60.97,61.32,304400
AGLE,12 Apr 2019,7.39,7.45,7.22,7.25,110000
AGMH,12 Apr 2019,20.48,20.48,20.48,20.48,0
AGNC,12 Apr 2019,18.17,18.2,18.11,18.19,2150000
AGNCB,12 Apr 2019,25.25,25.264,25.22,25.24,8600
AGNCM,12 Apr 2019,25.1,25.16,25.1,25.12,30300
AGNCN,12 Apr 2019,25.81,25.84,25.69,25.69,14600
AGND,12 Apr 2019,42.69,42.78,42.69,42.78,2200
AGRX,12 Apr 2019,1.48,1.52,1.43,1.47,287800
AGTC,12 Apr 2019,4.65,4.775,4.6,4.65,50600
AGYS,12 Apr 2019,19.86,20.25,19.78,20.2,47100
AGZD,12 Apr 2019,47.7894,48.0899,47.7894,47.95,10800
AHPI,12 Apr 2019,1.78,1.81,1.76,1.8099,3800
AIA,12 Apr 2019,63.9,64.025,63.76,63.79,74000
AIHS,12 Apr 2019,4.54,4.8,4.2,4.54,118200
AIMC,12 Apr 2019,32.63,33.06,32.23,32.76,261900
AIMT,12 Apr 2019,22.07,22.08,21.5,21.68,478400
AINV,12 Apr 2019,15.29,15.34,15.18,15.3,237100
AIQ,12 Apr 2019,16.38,16.4,16.3,16.38,12100
AIRG,12 Apr 2019,16.03,16.38,15.54,15.99,377800
AIRR,12 Apr 2019,25.8,25.815,25.6904,25.7987,5600
AIRT,12 Apr 2019,27.5,27.7001,27.5,27.7001,400
AKAM,12 Apr 2019,75.8,77.1,75.63,77.05,1576400
AKBA,12 Apr 2019,7.6,7.71,7.13,7.21,1495900
AKCA,12 Apr 2019,30,30.01,29.1,29.38,176700
AKER,12 Apr 2019,0.88,0.9,0.86,0.86,247400
AKRX,12 Apr 2019,3.16,3.16,2.98,3.03,4118500
AKTS,12 Apr 2019,6.67,6.8,6.55,6.8,239200
AKTX,12 Apr 2019,3.33,3.3466,3.2,3.25,116400
ALAC,12 Apr 2019,10,10,10,10,0
ALACR,12 Apr 2019,0.21,0.21,0.21,0.21,0
ALACU,12 Apr 2019,10.23,10.23,10.23,10.23,0
