Symbol,Date,Open,High,Low,Close,Volume
AAL,04 Sep 2018,40.32,41.34,40.32,40.77,7123100
AAME,04 Sep 2018,3.2,3.2,2.655,2.852,9100
AAOI,04 Sep 2018,41.27,41.27,36.05,36.72,3086500
AAON,04 Sep 2018,40.2,40.35,39.15,39.85,230800
AAPL,04 Sep 2018,228.41,229.18,226.63,228.36,27390100
AAWW,04 Sep 2018,61.15,62.5,60.25,61.25,208300
AAXJ,04 Sep 2018,70.71,70.71,70.35,70.6,814100
AAXN,04 Sep 2018,68,70.24,67.15,69.88,575200
ABCB,04 Sep 2018,49.7,50.25,49.55,49.85,319500
ABDC,04 Sep 2018,6.2,6.2,6.1,6.14,16500
ABEO,04 Sep 2018,15.4,15.55,15.05,15.1,378100
ABEOW,04 Sep 2018,10.4,10.4,10.4,10.4,200
ABIL,04 Sep 2018,3.84,3.99,3.66,3.72,107500
ABIO,04 Sep 2018,11.34,11.43,10.98,11.214,180300
ABMD,04 Sep 2018,402.06,413.79,400.01,411.36,474200
ABTX,04 Sep 2018,44.35,45.25,44.35,44.9,12600
ABUS,04 Sep 2018,9.15,10.475,9.1,10.25,1679300
ACAD,04 Sep 2018,14.19,14.3,13.81,14.24,1641300
ACBI,04 Sep 2018,18.3,18.35,18.05,18.1,39900
ACER,04 Sep 2018,32.29,32.39,30.5,31.65,22900
ACGL,04 Sep 2018,30.5,30.79,30.45,30.59,999500
ACGLO,04 Sep 2018,24.87,24.87,24.67,24.68,40000
ACGLP,04 Sep 2018,24.16,24.16,24.1,24.12,20100
ACHC,04 Sep 2018,41.69,42.48,41.48,42.23,651100
ACHN,04 Sep 2018,3.44,3.615,3.39,3.6,3140500
ACHV,04 Sep 2018,3.04,3.23,3.04,3.21,53000
ACIA,04 Sep 2018,40.68,40.87,39.85,40.78,388400
ACIU,04 Sep 2018,9.26,9.47,9.11,9.41,61500
ACIW,04 Sep 2018,28.36,28.525,28.22,28.36,374100
ACLS,04 Sep 2018,20.35,20.6,19.85,20.25,373200
ACMR,04 Sep 2018,14.1,14.1,13.52,13.67,28600
ACNB,04 Sep 2018,35.9,35.95,35.4,35.7,4000
ACOR,04 Sep 2018,28.85,29,28.1,28.25,627300
ACRS,04 Sep 2018,15.91,15.91,15.26,15.42,142000
ACRX,04 Sep 2018,3.1,3.3,3.075,3.3,559300
ACST,04 Sep 2018,0.55,0.57,0.53,0.53,190800
ACT,04 Sep 2018,26.3,26.3,26.01,26.05,5200
ACTG,04 Sep 2018,3.9,3.95,3.85,3.9,93500
ACWI,04 Sep 2018,73.4,73.47,73.12,73.4,2286900
ACWX,04 Sep 2018,46.84,46.92,46.72,46.9,487500
ADAP,04 Sep 2018,11.49,11.54,10.45,10.94,511200
ADBE,04 Sep 2018,263.67,266.93,262.3,266.68,2158200
ADES,04 Sep 2018,11.42,11.44,11.25,11.3,69400
ADI,04 Sep 2018,97.49,98.89,97.11,98.11,4053100
ADIL,04 Sep 2018,3.34,3.6,2.74,3.13,15500
ADILW,04 Sep 2018,0.53,0.53,0.53,0.53,600
ADMA,04 Sep 2018,6.5,6.5,6.25,6.46,141700
ADMP,04 Sep 2018,2.9,3.05,2.8,2.85,1220000
ADMS,04 Sep 2018,22.89,23.15,22.335,22.93,273800
ADP,04 Sep 2018,144.35,146.14,144.19,145.81,3445900
ADRA,04 Sep 2018,33.41,33.41,33.41,33.41,0
ADRD,04 Sep 2018,22.07,22.16,22.07,22.12,9100
ADRE,04 Sep 2018,40.51,40.51,40.22,40.27,12100
ADRO,04 Sep 2018,7.35,7.35,6.95,7.35,223200
ADRU,04 Sep 2018,21.41,21.41,21.41,21.41,400
ADSK,04 Sep 2018,154.17,154.48,152.29,153.59,1514900
ADTN,04 Sep 2018,17.2,17.25,16.85,16.95,187900
ADUS,04 Sep 2018,64.75,67.2,64.75,66.35,144400
ADVM,04 Sep 2018,7.6,7.6,6.87,7,813900
ADXS,04 Sep 2018,21.9,23.7,21.9,22.35,539900
AEGN,04 Sep 2018,24.9,25.02,24.295,24.57,78600
AEHR,04 Sep 2018,2.5,2.57,2.48,2.54,9700
AEIS,04 Sep 2018,59.27,59.54,58.18,59.14,460700
AEMD,04 Sep 2018,0.96,1.02,0.92,1.02,57100
AERI,04 Sep 2018,61,61.25,59.75,60.65,641100
AEY,04 Sep 2018,1.45,1.49,1.45,1.47,18600
AEYE,04 Sep 2018,7,10.24,7,7.3,3000
AEZS,04 Sep 2018,1.8,1.84,1.79,1.8,75700
AFH,04 Sep 2018,10.3,10.85,10.25,10.8,57700
AFIN,04 Sep 2018,15.65,15.98,15.55,15.64,129300
AFMD,04 Sep 2018,5.3,5.85,5.2,5.6,2973500
AGEN,04 Sep 2018,2.25,2.27,2.13,2.2,1237000
AGFS,04 Sep 2018,6.63,6.65,6.11,6.2,130400
AGFSW,04 Sep 2018,0.2,0.2,0.17,0.2,136100
AGIO,04 Sep 2018,80.05,81.38,78.525,81.14,223800
AGLE,04 Sep 2018,11.11,11.11,8.12,9.24,1016000
AGMH,04 Sep 2018,24.56,27.89,23.76,26.72,68100
AGNC,04 Sep 2018,19,19.13,19,19.04,2975200
AGNCB,04 Sep 2018,25.9,25.95,25.87,25.9,23900
AGNCN,04 Sep 2018,26.34,26.37,26.25,26.3,10600
AGND,04 Sep 2018,43.4,43.41,43.4,43.4,18800
AGRX,04 Sep 2018,0.3,0.3,0.27,0.27,331600
AGTC,04 Sep 2018,4.4,4.5,4.3,4.45,108400
AGYS,04 Sep 2018,15.98,15.98,15.04,15.42,109000
AGZD,04 Sep 2018,47.86,48.04,47.86,48.04,5300
AHPI,04 Sep 2018,2.35,2.39,2.35,2.35,2700
AIA,04 Sep 2018,62.45,62.45,62.12,62.36,230800
AIHS,04 Sep 2018,5.18,5.27,5.15,5.27,900
AIMC,04 Sep 2018,39.15,39.4,38.3,38.65,1989000
AIMT,04 Sep 2018,28,28.01,27.06,27.24,279700
AINV,04 Sep 2018,16.59,16.71,16.53,16.53,420000
AIQ,04 Sep 2018,15.84,15.86,15.775,15.86,7300
AIRG,04 Sep 2018,11.83,11.97,11.72,11.9,38900
AIRR,04 Sep 2018,28.16,28.16,27.77,27.86,16500
AIRT,04 Sep 2018,33.4,33.5,33.4,33.5,1700
AKAM,04 Sep 2018,74.66,74.82,74.19,74.74,816300
AKBA,04 Sep 2018,8.24,8.26,7.96,8.06,413700
AKCA,04 Sep 2018,26.5,26.74,25.22,26.44,368800
AKER,04 Sep 2018,0.28,0.28,0.255,0.258,1692200
AKRX,04 Sep 2018,15.61,16.36,15.61,16.05,1906100
AKTS,04 Sep 2018,8.27,8.53,8.15,8.3,63000
AKTX,04 Sep 2018,1.88,2.36,1.85,2.22,425700
ALBO,04 Sep 2018,34.54,34.72,33.025,33.61,81500
ALCO,04 Sep 2018,31.94,32.7,31.94,32.35,1400
ALDX,04 Sep 2018,8.55,8.55,8.01,8.15,80300
ALGN,04 Sep 2018,386.64,388.9,381.11,385.33,526000
ALGR,04 Sep 2018,9.5,9.59,9.5,9.57,32700
ALGRR,04 Sep 2018,0.39,0.39,0.38,0.38,26700
ALGRU,04 Sep 2018,10.18,10.18,10.18,10.18,0
ALGRW,04 Sep 2018,0.33,0.33,0.3,0.33,91400
ALGT,04 Sep 2018,135.8,136.25,134.6,134.95,124400
ALIM,04 Sep 2018,1.05,1.1,0.99,1.03,183000
ALJJ,04 Sep 2018,1.95,1.95,1.91,1.91,4000
ALKS,04 Sep 2018,44.58,44.69,44.02,44.51,409000
ALLK,04 Sep 2018,38.56,42.83,38.52,39.93,203400
ALLT,04 Sep 2018,6.08,6.14,6.05,6.12,111500
ALNA,04 Sep 2018,10.9,10.97,10.31,10.88,48200
ALNY,04 Sep 2018,121.26,122.615,118.27,119.12,887600
ALOT,04 Sep 2018,22.25,23.55,22.15,22.9,45700
ALPN,04 Sep 2018,6.7,6.7,6.25,6.3,10900
ALRM,04 Sep 2018,56.01,57.87,55.38,57.75,445800
ALRN,04 Sep 2018,3.2,3.46,2.95,3.46,185600
ALSK,04 Sep 2018,1.97,2,1.95,2,79300
ALT,04 Sep 2018,0.34,0.34,0.3,0.32,586100
ALTR,04 Sep 2018,41.92,43.06,41.84,42.35,281900
ALTY,04 Sep 2018,15.3,15.35,15.27,15.31,7600
ALXN,04 Sep 2018,121.33,121.78,118.57,119.2,1138700
AMAG,04 Sep 2018,24.4,24.4,23.55,23.95,658000
AMAL,04 Sep 2018,17.44,17.88,17.37,17.75,154600
AMAT,04 Sep 2018,42.84,43,42.045,42.62,15147300
AMBA,04 Sep 2018,37.97,38.18,37.04,38.11,2242600
AMBC,04 Sep 2018,21.17,21.26,20.91,21.02,222300
AMBCW,04 Sep 2018,10.51,10.91,10.43,10.44,3700
AMCA,04 Sep 2018,28.71,28.71,28.71,28.71,0
AMCX,04 Sep 2018,63,63.15,61.78,62.98,509100
AMD,04 Sep 2018,25.62,28.11,25.57,28.06,192541200
AMED,04 Sep 2018,125.34,125.46,123.67,124.88,341900
AMEH,04 Sep 2018,15,15.25,14.02,14.42,202600
AMGN,04 Sep 2018,199.25,199.75,195.33,196.73,2293500
AMKR,04 Sep 2018,8.71,8.72,8.34,8.37,1563100
AMNB,04 Sep 2018,41.38,41.8,41.35,41.45,6100
AMOT,04 Sep 2018,48.79,48.79,46.67,47.58,47000
AMPH,04 Sep 2018,18.91,19.33,18.75,19.28,244800
AMRB,04 Sep 2018,14.9,15.25,14.9,15.12,6800
AMRH,04 Sep 2018,1.5,1.5,1.37,1.37,71200
AMRHW,04 Sep 2018,0.15,0.15,0.15,0.15,0
AMRK,04 Sep 2018,13.17,13.29,13.17,13.29,500
AMRN,04 Sep 2018,3.27,3.32,3.12,3.29,6181200
AMRS,04 Sep 2018,9.1,9.22,8.71,8.77,2009200
AMSC,04 Sep 2018,6.2,6.2,5.94,5.99,83700
AMSF,04 Sep 2018,63.6,63.8,62.75,63.25,37400
AMSWA,04 Sep 2018,17.98,18.23,17.84,17.95,187500
AMTD,04 Sep 2018,58.43,59.03,58.21,58.55,2236100
AMTX,04 Sep 2018,1.24,1.32,1.24,1.27,12100
AMWD,04 Sep 2018,84.7,87.65,83,86.55,207300
AMZN,04 Sep 2018,2026.5,2050.5,2013,2039.51,5721000
ANAB,04 Sep 2018,88.95,89.945,87.67,89.6,193900
ANAT,04 Sep 2018,128.07,130.2,128.06,129.52,38100
ANDE,04 Sep 2018,40.8,40.9,39.95,40.1,114400
ANGI,04 Sep 2018,21.54,22.5,21.07,21.31,699900
ANGO,04 Sep 2018,22.44,22.78,22.26,22.72,107500
ANIK,04 Sep 2018,41.3,42.5,40.9,42.38,132500
ANIP,04 Sep 2018,58.09,58.49,56.62,57.48,71500
ANSS,04 Sep 2018,185.66,187.91,184.52,187.32,475900
ANY,04 Sep 2018,0.29,0.3,0.27,0.28,126500
AOBC,04 Sep 2018,14.1,15.05,13.52,14.47,11289900
AOSL,04 Sep 2018,14.28,14.38,13.8,14.21,101000
APDN,04 Sep 2018,1.19,1.19,1.16,1.17,38700
APDNW,04 Sep 2018,0.23,0.23,0.23,0.23,0
APEI,04 Sep 2018,34.6,35.1,34.55,34.95,91900
APEN,04 Sep 2018,7.47,7.65,7.41,7.61,10600
APLS,04 Sep 2018,19.52,20.16,18.96,19.85,231000
