Symbol,Date,Open,High,Low,Close,Volume
AAL,24 Jul 2018,38.19,38.39,37.04,37.45,6415000
AAME,24 Jul 2018,2.6,2.6,2.5,2.6,5600
AAOI,24 Jul 2018,42.31,42.38,37.91,38.26,1866200
AAON,24 Jul 2018,36.7,37.15,35.95,36.35,232700
AAPL,24 Jul 2018,192.45,193.66,192.05,193,18697800
AAWW,24 Jul 2018,69.15,69.25,67,67.85,255600
AAXJ,24 Jul 2018,72.58,72.87,72.34,72.5,869700
AAXN,24 Jul 2018,75.25,76.45,70.78,72.24,1193600
ABCB,24 Jul 2018,52.2,52.2,50.55,50.85,232400
ABDC,24 Jul 2018,6.51,6.51,6.29,6.44,17500
ABEO,24 Jul 2018,14,14.15,13.1,13.1,594200
ABEOW,24 Jul 2018,9,9,9,9,0
ABIL,24 Jul 2018,5,5.06,4.35,4.38,125900
ABIO,24 Jul 2018,10.26,10.62,10.26,10.44,171100
ABMD,24 Jul 2018,434,436.42,419.41,423.41,555400
ABTX,24 Jul 2018,45.95,46,44.85,45.15,34600
ABUS,24 Jul 2018,11.6,11.65,10.7,10.85,478300
ACAD,24 Jul 2018,16.54,16.65,15.76,15.99,2702500
ACBI,24 Jul 2018,19.6,19.6,19.35,19.4,31500
ACER,24 Jul 2018,20.21,20.6,20,20.18,5700
ACGL,24 Jul 2018,29.17,29.25,28.9,29.13,1916700
ACGLO,24 Jul 2018,24.81,24.83,24.66,24.66,11500
ACGLP,24 Jul 2018,23.95,23.99,23.9,23.94,42900
ACHC,24 Jul 2018,43.31,43.31,42.41,42.73,344400
ACHN,24 Jul 2018,2.84,2.87,2.75,2.75,722900
ACHV,24 Jul 2018,3.41,3.46,3.31,3.36,62700
ACIA,24 Jul 2018,32.21,32.98,31.53,32.3,995500
ACIU,24 Jul 2018,16.5,16.75,14.8,15.98,326300
ACIW,24 Jul 2018,26.62,26.65,25.76,25.91,297700
ACLS,24 Jul 2018,21.4,21.7,21.05,21.35,738100
ACMR,24 Jul 2018,13.62,13.8,13.22,13.62,50000
ACNB,24 Jul 2018,35.08,35.25,34.75,34.8,7600
ACOR,24 Jul 2018,28.35,29.15,28.3,28.7,377100
ACRS,24 Jul 2018,20.6,20.62,19.82,19.98,507800
ACRX,24 Jul 2018,2.9,2.95,2.9,2.95,324100
ACST,24 Jul 2018,0.58,0.61,0.54,0.57,226500
ACT,24 Jul 2018,26.27,26.32,26.14,26.16,4800
ACTG,24 Jul 2018,3.8,3.9,3.75,3.75,171900
ACWI,24 Jul 2018,73.25,73.48,72.99,73.16,2234700
ACWX,24 Jul 2018,48.34,48.51,48.19,48.26,222200
ADAP,24 Jul 2018,10.35,10.4,9.86,10.08,604800
ADBE,24 Jul 2018,261.04,262.73,255.93,257.49,2433200
ADES,24 Jul 2018,11.32,11.43,11.2,11.29,45800
ADI,24 Jul 2018,98.04,99.177,97.305,97.45,2964600
ADMA,24 Jul 2018,4.95,5.15,4.87,4.94,174400
ADMP,24 Jul 2018,3.9,3.93,3.75,3.75,145700
ADMS,24 Jul 2018,27.48,27.9,26.93,27.2,439400
ADP,24 Jul 2018,138.18,138.48,136.42,137.11,1687500
ADRA,24 Jul 2018,33.83,33.83,33.83,33.83,0
ADRD,24 Jul 2018,23.1,23.1,23.06,23.06,600
ADRE,24 Jul 2018,42.57,42.81,42.46,42.52,4100
ADRO,24 Jul 2018,6.95,7.05,6.5,6.55,298000
ADRU,24 Jul 2018,22.48,22.48,22.39,22.39,300
ADSK,24 Jul 2018,135.31,135.97,131.5,132.31,1071600
ADTN,24 Jul 2018,16.7,16.9,16.4,16.55,576000
ADUS,24 Jul 2018,64.6,64.6,63.5,64,75800
ADVM,24 Jul 2018,5.1,5.2,4.9,5,632400
ADXS,24 Jul 2018,24.3,24.6,22.2,22.65,567900
AEGN,24 Jul 2018,25.24,25.69,25.05,25.13,61600
AEHR,24 Jul 2018,2.52,2.6,2.51,2.55,119400
AEIS,24 Jul 2018,59.71,60.34,58.69,58.83,513000
AEMD,24 Jul 2018,1.31,1.35,1.29,1.29,48300
AERI,24 Jul 2018,74,74,69.5,70.2,355200
AEY,24 Jul 2018,1.49,1.49,1.45,1.45,1000
AEZS,24 Jul 2018,1.88,1.88,1.85,1.88,59100
AFH,24 Jul 2018,8.6,8.85,8.25,8.7,55400
AFIN,24 Jul 2018,13.9,14.26,13.9,14.08,450000
AFMD,24 Jul 2018,1.8,1.85,1.75,1.8,152400
AGEN,24 Jul 2018,2.06,2.1,1.85,1.94,2623200
AGFS,24 Jul 2018,7.07,7.095,7,7.05,76600
AGFSW,24 Jul 2018,0.33,0.33,0.33,0.33,700
AGIO,24 Jul 2018,89.8,90.33,83.1,84.76,588300
AGLE,24 Jul 2018,9.44,9.47,8.97,9.17,250000
AGMH,24 Jul 2018,12.71,14.96,12.71,13.5,15900
AGNC,24 Jul 2018,19.13,19.19,19.01,19.16,4177100
AGNCB,24 Jul 2018,25.82,25.85,25.67,25.7,12500
AGNCN,24 Jul 2018,26.08,26.08,25.84,25.97,6600
AGND,24 Jul 2018,43.61,43.63,43.61,43.63,1000
AGRX,24 Jul 2018,0.475,0.475,0.45,0.46,608800
AGTC,24 Jul 2018,4.45,4.5,4.1,4.1,145700
AGYS,24 Jul 2018,16.48,16.62,16.34,16.58,247700
AGZD,24 Jul 2018,47.84,47.995,47.84,47.911,16200
AHPI,24 Jul 2018,2.53,2.57,2.35,2.35,37000
AIA,24 Jul 2018,63.08,63.41,62.99,63.2,37400
AIHS,24 Jul 2018,4.7,4.7,4.18,4.41,15500
AIMC,24 Jul 2018,44.55,45.1,44.225,44.55,189900
AIMT,24 Jul 2018,29.6,30.43,29.43,29.72,407200
AINV,24 Jul 2018,17.7,17.7,17.4,17.58,661700
AIQ,24 Jul 2018,15.73,15.799,15.535,15.56,5700
AIRG,24 Jul 2018,10.76,10.795,10.25,10.34,112300
AIRR,24 Jul 2018,27.52,27.52,27.18,27.27,50700
AIRT,24 Jul 2018,33.2,33.85,32.6,33.85,900
AKAM,24 Jul 2018,79.9,80,79.03,79.22,1700900
AKBA,24 Jul 2018,10.39,10.7,10.365,10.51,540700
AKCA,24 Jul 2018,32.45,33,31.38,32.23,213400
AKER,24 Jul 2018,0.365,0.37,0.36,0.362,1245600
AKRX,24 Jul 2018,17.24,17.465,16.75,16.98,1603700
AKTS,24 Jul 2018,8.9,8.9,8.44,8.64,68600
AKTX,24 Jul 2018,2.16,2.16,2.06,2.1,18100
ALBO,24 Jul 2018,32.97,32.98,31.83,32.41,47300
ALCO,24 Jul 2018,31.4,31.45,31.1,31.1,1900
ALDX,24 Jul 2018,7.95,8.05,7.45,7.55,206100
ALGN,24 Jul 2018,378.96,384.745,369.76,372.59,937700
ALGRU,24 Jul 2018,10.18,10.18,10.18,10.18,6300
ALGT,24 Jul 2018,145.35,145.35,138.7,139.6,266100
ALIM,24 Jul 2018,1.09,1.14,1.08,1.12,154600
ALJJ,24 Jul 2018,2.2,2.2,2.06,2.1,12900
ALKS,24 Jul 2018,45.11,46.66,44.75,45.26,833700
ALLK,24 Jul 2018,36.24,38.83,35.09,38.12,293800
ALLT,24 Jul 2018,5.2,5.26,5.14,5.21,111900
ALNA,24 Jul 2018,11.06,11.31,10.62,10.78,64200
ALNY,24 Jul 2018,106.18,107.33,101.735,102.66,565200
ALOT,24 Jul 2018,18.55,18.9,18.45,18.75,15400
ALPN,24 Jul 2018,8.5,8.59,8.28,8.37,4200
ALRM,24 Jul 2018,44.64,44.69,43.21,43.5,335000
ALRN,24 Jul 2018,4.49,4.49,3.91,3.93,94300
ALSK,24 Jul 2018,1.66,1.66,1.63,1.63,72300
ALT,24 Jul 2018,0.4,0.4,0.37,0.37,479800
ALTR,24 Jul 2018,34.92,35.81,34.13,35.8,1434300
ALTY,24 Jul 2018,15.27,15.27,15.05,15.1,7500
ALXN,24 Jul 2018,135.68,137.33,134.42,135.3,1320300
AMAG,24 Jul 2018,21.85,21.85,21.05,21.25,588400
AMAT,24 Jul 2018,46.61,47.27,45.83,45.91,10903300
AMBA,24 Jul 2018,39.3,39.87,38.32,38.54,1253700
AMBC,24 Jul 2018,20.57,20.84,20.29,20.36,245400
AMBCW,24 Jul 2018,9.99,9.99,9.45,9.45,9700
AMCA,24 Jul 2018,27.57,27.57,27.56,27.56,500
AMCX,24 Jul 2018,61.37,61.62,59.535,60.2,1016900
AMD,24 Jul 2018,16.75,16.86,16.11,16.19,58201400
AMED,24 Jul 2018,96.3,97.5,93.74,93.99,298700
