Symbol,Date,Open,High,Low,Close,Volume
14D.AX,17 Oct 2019,0.2,0.2,0.175,0.175,200295
14DO.AX,17 Oct 2019,0.06,0.06,0.06,0.06,0
1AD.AX,17 Oct 2019,0.13,0.14,0.13,0.135,227490
1ADO.AX,17 Oct 2019,0.053,0.053,0.053,0.053,86000
1AG.AX,17 Oct 2019,0.037,0.037,0.037,0.037,0
1AL.AX,17 Oct 2019,0.8,0.8,0.8,0.8,0
1ST.AX,17 Oct 2019,0.07,0.07,0.066,0.07,152117
2BE.AX,17 Oct 2019,0.275,0.285,0.275,0.285,10886
360.AX,17 Oct 2019,3.69,3.69,3.65,3.65,17276
3DP.AX,17 Oct 2019,0.054,0.057,0.053,0.057,327257
3PL.AX,17 Oct 2019,0.93,0.93,0.9,0.915,11119
4CE.AX,17 Oct 2019,0.018,0.018,0.018,0.018,0
4DS.AX,17 Oct 2019,0.07,0.07,0.066,0.067,3103038
5GN.AX,17 Oct 2019,1.03,1.065,0.94,0.94,1033366
88E.AX,17 Oct 2019,0.014,0.014,0.013,0.014,67724110
8CO.AX,17 Oct 2019,0.093,0.095,0.093,0.095,28184
8COO.AX,17 Oct 2019,0.055,0.055,0.055,0.055,0
8EC.AX,17 Oct 2019,0.076,0.076,0.076,0.076,0
8IH.AX,17 Oct 2019,0.095,0.095,0.095,0.095,0
8VI.AX,17 Oct 2019,0.2,0.2,0.2,0.2,0
9SP.AX,17 Oct 2019,0.019,0.019,0.018,0.018,3740122
A1G.AX,17 Oct 2019,0.225,0.225,0.22,0.225,46801
A1M.AX,17 Oct 2019,0.385,0.395,0.38,0.395,6257
A200.AX,17 Oct 2019,112.92,112.92,111.95,112,14769
A2B.AX,17 Oct 2019,1.515,1.52,1.47,1.515,47938
A2M.AX,17 Oct 2019,12.55,12.58,12.33,12.33,2178644
A2MKOA.AX,17 Oct 2019,3,3,3,3,1000
A2MKOC.AX,17 Oct 2019,4.68,4.68,4.68,4.68,500
A2MKOG.AX,17 Oct 2019,7.5,7.5,7.5,7.5,0
A2MKOH.AX,17 Oct 2019,7.49,7.49,7.49,7.49,0
A2MKOR.AX,17 Oct 2019,8.63,8.63,8.63,8.63,0
A2MKOT.AX,17 Oct 2019,7.1,7.1,7.1,7.1,0
A2MKOU.AX,17 Oct 2019,7.04,7.04,7.04,7.04,0
A3D.AX,17 Oct 2019,0.32,0.335,0.3,0.32,754373
A3DO.AX,17 Oct 2019,0.09,0.11,0.09,0.11,65500
A40.AX,17 Oct 2019,0.082,0.082,0.082,0.082,0
A4N.AX,17 Oct 2019,0.17,0.17,0.16,0.17,125105
AAA.AX,17 Oct 2019,50.1,50.1,50.09,50.1,297944
AAC.AX,17 Oct 2019,1.005,1.015,0.997,1.01,244993
AACKOB.AX,17 Oct 2019,0.275,0.275,0.275,0.275,0
AAJ.AX,17 Oct 2019,0.005,0.005,0.005,0.005,2055686
AAP.AX,17 Oct 2019,0.02,0.02,0.02,0.02,500000
AAR.AX,17 Oct 2019,0.1,0.1,0.095,0.096,1350914
AAU.AX,17 Oct 2019,0.01,0.01,0.01,0.01,14118
AB1.AX,17 Oct 2019,0.18,0.18,0.18,0.18,0
AB1O.AX,17 Oct 2019,0.1,0.1,0.1,0.1,0
ABA.AX,17 Oct 2019,5.47,5.5,5.39,5.41,21161
ABC.AX,17 Oct 2019,3.07,3.11,3.05,3.1,1475818
ABCKOC.AX,17 Oct 2019,0.56,0.56,0.56,0.56,0
ABCKOQ.AX,17 Oct 2019,1.245,1.245,1.245,1.245,0
