Symbol,Date,Open,High,Low,Close,Volume
14D.AX,25 Apr 2019,0.31,0.31,0.31,0.31,0
14DO.AX,25 Apr 2019,0.07,0.07,0.07,0.07,0
1AD.AX,25 Apr 2019,0.19,0.19,0.19,0.19,0
1AG.AX,25 Apr 2019,0.041,0.041,0.041,0.041,0
1AL.AX,25 Apr 2019,0.88,0.88,0.88,0.88,0
1ST.AX,25 Apr 2019,0.049,0.049,0.049,0.049,0
3DP.AX,25 Apr 2019,0.045,0.045,0.045,0.045,0
3PL.AX,25 Apr 2019,1.09,1.09,1.09,1.09,0
4CE.AX,25 Apr 2019,0.01,0.01,0.01,0.01,0
4DS.AX,25 Apr 2019,0.073,0.073,0.073,0.073,0
5GN.AX,25 Apr 2019,1.1,1.1,1.1,1.1,0
88E.AX,25 Apr 2019,0.014,0.014,0.014,0.014,0
8CO.AX,25 Apr 2019,0.095,0.095,0.095,0.095,0
8COO.AX,25 Apr 2019,0.052,0.052,0.052,0.052,0
8EC.AX,25 Apr 2019,0.725,0.725,0.725,0.725,0
8IH.AX,25 Apr 2019,0.064,0.064,0.064,0.064,0
8VI.AX,25 Apr 2019,0.55,0.55,0.55,0.55,0
9SP.AX,25 Apr 2019,0.017,0.017,0.017,0.017,0
A1G.AX,25 Apr 2019,0.2,0.2,0.2,0.2,0
A200.AX,25 Apr 2019,106.73,106.73,106.73,106.73,0
A2B.AX,25 Apr 2019,2.07,2.07,2.07,2.07,0
A2M.AX,25 Apr 2019,15.48,15.48,15.48,15.48,0
A2MKOA.AX,25 Apr 2019,6.29,6.29,6.29,6.29,0
A2MKOC.AX,25 Apr 2019,7.91,7.91,7.91,7.91,0
A2MKOG.AX,25 Apr 2019,9.56,9.56,9.56,9.56,0
A2MKOH.AX,25 Apr 2019,8.46,8.46,8.46,8.46,0
A2MKOR.AX,25 Apr 2019,6.3,6.3,6.3,6.3,0
A3D.AX,25 Apr 2019,0.375,0.375,0.375,0.375,0
A3DO.AX,25 Apr 2019,0.13,0.13,0.13,0.13,0
A40.AX,25 Apr 2019,0.165,0.165,0.165,0.165,0
A4N.AX,25 Apr 2019,0.115,0.115,0.115,0.115,0
AAA.AX,25 Apr 2019,50.14,50.14,50.14,50.14,0
AAC.AX,25 Apr 2019,1.125,1.125,1.125,1.125,0
AACKOB.AX,25 Apr 2019,0.385,0.385,0.385,0.385,0
AAJ.AX,25 Apr 2019,0.006,0.006,0.006,0.006,0
AAP.AX,25 Apr 2019,0.015,0.015,0.015,0.015,0
AAR.AX,25 Apr 2019,0.081,0.081,0.081,0.081,0
AAU.AX,25 Apr 2019,0.012,0.012,0.012,0.012,0
AB1.AX,25 Apr 2019,0.145,0.145,0.145,0.145,0
AB1O.AX,25 Apr 2019,0.06,0.06,0.06,0.06,0
ABA.AX,25 Apr 2019,4.93,4.93,4.93,4.93,0
ABC.AX,25 Apr 2019,4.36,4.36,4.36,4.36,0
ABCKOC.AX,25 Apr 2019,0.83,0.83,0.83,0.83,0
ABCKOQ.AX,25 Apr 2019,2.16,2.16,2.16,2.16,0
ABL.AX,25 Apr 2019,0.005,0.005,0.005,0.005,0
ABP.AX,25 Apr 2019,3.72,3.72,3.72,3.72,0
ABR.AX,25 Apr 2019,0.195,0.195,0.195,0.195,0
ABT.AX,25 Apr 2019,0.093,0.093,0.093,0.093,0
ABV.AX,25 Apr 2019,0.009,0.009,0.009,0.009,0
ABW.AX,25 Apr 2019,0.19,0.19,0.19,0.19,0
ABX.AX,25 Apr 2019,0.115,0.115,0.115,0.115,0
AC8.AX,25 Apr 2019,0.4,0.4,0.4,0.4,0
ACB.AX,25 Apr 2019,0.042,0.042,0.042,0.042,0
ACDC.AX,25 Apr 2019,48.98,48.98,48.98,48.98,0
ACF.AX,25 Apr 2019,0.39,0.39,0.39,0.39,0
ACP.AX,25 Apr 2019,0.008,0.008,0.008,0.008,0
ACQ.AX,25 Apr 2019,1.095,1.095,1.095,1.095,0
ACR.AX,25 Apr 2019,0.215,0.215,0.215,0.215,0
ACS.AX,25 Apr 2019,0.006,0.006,0.006,0.006,0
ACW.AX,25 Apr 2019,0.054,0.054,0.054,0.054,0
AD1.AX,25 Apr 2019,0.011,0.011,0.011,0.011,0
AD8.AX,25 Apr 2019,6.01,6.01,6.01,6.01,0
ADA.AX,25 Apr 2019,0.715,0.715,0.715,0.715,0
ADD.AX,25 Apr 2019,0.01,0.01,0.01,0.01,0
ADH.AX,25 Apr 2019,1.88,1.88,1.88,1.88,0
ADI.AX,25 Apr 2019,2.85,2.85,2.85,2.85,0
ADJ.AX,25 Apr 2019,0.029,0.029,0.029,0.029,0
ADN.AX,25 Apr 2019,0.005,0.005,0.005,0.005,0
ADNOB.AX,25 Apr 2019,0.002,0.002,0.002,0.002,0
ADO.AX,25 Apr 2019,0.018,0.018,0.018,0.018,0
ADR.AX,25 Apr 2019,0.031,0.031,0.031,0.031,0
ADT.AX,25 Apr 2019,1.08,1.08,1.08,1.08,0
ADV.AX,25 Apr 2019,0.003,0.003,0.003,0.003,0
ADX.AX,25 Apr 2019,0.006,0.006,0.006,0.006,0
ADY.AX,25 Apr 2019,0.013,0.013,0.013,0.013,0
AEB.AX,25 Apr 2019,0.009,0.009,0.009,0.009,0
AEBO.AX,25 Apr 2019,0.002,0.002,0.002,0.002,0
AEE.AX,25 Apr 2019,0.012,0.012,0.012,0.012,0
AEF.AX,25 Apr 2019,2.35,2.35,2.35,2.35,0
AEG.AX,25 Apr 2019,0.965,0.965,0.965,0.965,0
AEI.AX,25 Apr 2019,0.29,0.29,0.29,0.29,0
AER.AX,25 Apr 2019,0.075,0.075,0.075,0.075,0
AEV.AX,25 Apr 2019,0.015,0.015,0.015,0.015,0
AFA.AX,25 Apr 2019,0.1,0.1,0.1,0.1,0
AFG.AX,25 Apr 2019,1.21,1.21,1.21,1.21,0
AFI.AX,25 Apr 2019,5.93,5.93,5.93,5.93,0
AFP.AX,25 Apr 2019,1.9,1.9,1.9,1.9,0
AFR.AX,25 Apr 2019,0.012,0.012,0.012,0.012,0
AFT.AX,25 Apr 2019,0.001,0.001,0.001,0.001,0
AGD.AX,25 Apr 2019,0.07,0.07,0.07,0.07,0
AGE.AX,25 Apr 2019,0.004,0.004,0.004,0.004,0
AGEO.AX,25 Apr 2019,0.001,0.001,0.001,0.001,0
AGG.AX,25 Apr 2019,3.52,3.52,3.52,3.52,0
AGH.AX,25 Apr 2019,0.505,0.505,0.505,0.505,0
AGI.AX,25 Apr 2019,0.845,0.845,0.845,0.845,0
AGJ.AX,25 Apr 2019,0.032,0.032,0.032,0.032,0
AGL.AX,25 Apr 2019,22.44,22.44,22.44,22.44,0
AGLKOB.AX,25 Apr 2019,1.13,1.13,1.13,1.13,0
AGLKOC.AX,25 Apr 2019,3.9,3.9,3.9,3.9,0
AGLKOF.AX,25 Apr 2019,5.84,5.84,5.84,5.84,0
AGLKOQ.AX,25 Apr 2019,3.81,3.81,3.81,3.81,0
AGM.AX,25 Apr 2019,1.83,1.83,1.83,1.83,0
AGR.AX,25 Apr 2019,0.13,0.13,0.13,0.13,0
AGS.AX,25 Apr 2019,0.094,0.094,0.094,0.094,0
AGX1.AX,25 Apr 2019,5.29,5.29,5.29,5.29,0
AGY.AX,25 Apr 2019,0.085,0.085,0.085,0.085,0
AGYO.AX,25 Apr 2019,0.035,0.035,0.035,0.035,0
AHF.AX,25 Apr 2019,0.15,0.15,0.15,0.15,0
AHK.AX,25 Apr 2019,0.012,0.012,0.012,0.012,0
AHL.AX,25 Apr 2019,0.01,0.01,0.01,0.01,0
AHN.AX,25 Apr 2019,0.007,0.007,0.007,0.007,0
AHQ.AX,25 Apr 2019,0.065,0.065,0.065,0.065,0
AHX.AX,25 Apr 2019,0.445,0.445,0.445,0.445,0
AHY.AX,25 Apr 2019,0.925,0.925,0.925,0.925,0
AHZ.AX,25 Apr 2019,0.06,0.06,0.06,0.06,0
AHZO.AX,25 Apr 2019,0.03,0.03,0.03,0.03,0
AIA.AX,25 Apr 2019,7.52,7.52,7.52,7.52,0
AIB.AX,25 Apr 2019,0.115,0.115,0.115,0.115,0
AIQ.AX,25 Apr 2019,0.095,0.095,0.095,0.095,0
AIR.AX,25 Apr 2019,0.175,0.175,0.175,0.175,0
AIS.AX,25 Apr 2019,0.115,0.115,0.115,0.115,0
AIV.AX,25 Apr 2019,0.185,0.185,0.185,0.185,0
AIY.AX,25 Apr 2019,0.072,0.072,0.072,0.072,0
AIYOB.AX,25 Apr 2019,0.029,0.029,0.029,0.029,0
AIZ.AX,25 Apr 2019,2.62,2.62,2.62,2.62,0
AJC.AX,25 Apr 2019,0.001,0.001,0.001,0.001,0
AJJ.AX,25 Apr 2019,0.095,0.095,0.095,0.095,0
AJL.AX,25 Apr 2019,0.135,0.135,0.135,0.135,0
AJM.AX,25 Apr 2019,0.12,0.12,0.12,0.12,0
AJMOB.AX,25 Apr 2019,0.029,0.029,0.029,0.029,0
