Symbol,Date,Open,High,Low,Close,Volume
14D.AX,08 Oct 2018,0.32,0.335,0.305,0.315,538651
14DO.AX,08 Oct 2018,0.14,0.14,0.14,0.14,0
1AD.AX,08 Oct 2018,0.3,0.3,0.3,0.3,0
1AG.AX,08 Oct 2018,0.043,0.043,0.043,0.043,50000
1AL.AX,08 Oct 2018,0.975,0.975,0.975,0.975,0
1ST.AX,08 Oct 2018,0.031,0.031,0.031,0.031,0
3DP.AX,08 Oct 2018,0.033,0.033,0.03,0.031,163998
3PL.AX,08 Oct 2018,1.15,1.16,1.13,1.16,30129
4CE.AX,08 Oct 2018,0.034,0.034,0.033,0.033,495924
4DS.AX,08 Oct 2018,0.06,0.061,0.059,0.059,2251629
5GN.AX,08 Oct 2018,0.46,0.48,0.45,0.48,28652
88E.AX,08 Oct 2018,0.02,0.02,0.019,0.019,2384939
8CO.AX,08 Oct 2018,0.045,0.045,0.04,0.04,1961600
8COO.AX,08 Oct 2018,0.02,0.02,0.02,0.02,0
8EC.AX,08 Oct 2018,0.845,0.85,0.845,0.85,44600
8IH.AX,08 Oct 2018,0.125,0.125,0.125,0.125,0
8VI.AX,08 Oct 2018,0.66,0.66,0.66,0.66,0
9SP.AX,08 Oct 2018,0.021,0.021,0.02,0.02,166030
A200.AX,08 Oct 2018,102.38,102.38,101.62,101.62,5019
A2M.AX,08 Oct 2018,9.66,10.03,9.59,9.61,4138631
A2MKOC.AX,08 Oct 2018,7.56,7.56,7.56,7.56,0
A2MKOG.AX,08 Oct 2018,5.3,5.3,5.3,5.3,0
A2MKOH.AX,08 Oct 2018,2.99,2.99,2.99,2.99,0
A2MKOT.AX,08 Oct 2018,3.94,3.94,3.94,3.94,0
A2MKOU.AX,08 Oct 2018,2.74,2.74,2.74,2.74,0
A3D.AX,08 Oct 2018,0.99,1.06,0.865,0.87,2157198
A3DO.AX,08 Oct 2018,0.34,0.4,0.3,0.3,31250
AAA.AX,08 Oct 2018,50.09,50.1,50.09,50.1,196022
AAC.AX,08 Oct 2018,1.265,1.265,1.225,1.225,473307
AACKOB.AX,08 Oct 2018,0.67,0.67,0.67,0.67,0
AAJ.AX,08 Oct 2018,0.007,0.007,0.007,0.007,351711
AAP.AX,08 Oct 2018,0.026,0.026,0.026,0.026,0
AAR.AX,08 Oct 2018,0.084,0.084,0.079,0.079,207852
AAU.AX,08 Oct 2018,0.01,0.01,0.01,0.01,0
AB1.AX,08 Oct 2018,0.087,0.09,0.086,0.087,1093883
ABA.AX,08 Oct 2018,5.52,5.58,5.52,5.58,54585
ABC.AX,08 Oct 2018,6.16,6.18,6.12,6.12,584407
ABCKOQ.AX,08 Oct 2018,1.975,1.975,1.975,1.975,0
ABL.AX,08 Oct 2018,0.006,0.006,0.006,0.006,0
ABP.AX,08 Oct 2018,3.34,3.36,3.29,3.29,801739
ABR.AX,08 Oct 2018,0.17,0.17,0.16,0.16,181480
ABT.AX,08 Oct 2018,0.2,0.2,0.2,0.2,0
ABV.AX,08 Oct 2018,0.002,0.002,0.002,0.002,0
ABW.AX,08 Oct 2018,0.37,0.37,0.37,0.37,0
ABX.AX,08 Oct 2018,0.13,0.13,0.13,0.13,0
AC8.AX,08 Oct 2018,1,1,0.98,0.995,185577
ACB.AX,08 Oct 2018,0.067,0.067,0.065,0.065,84364
ACDC.AX,08 Oct 2018,51.28,51.28,51.1,51.1,1530
ACF.AX,08 Oct 2018,0.52,0.52,0.5,0.51,643324
ACP.AX,08 Oct 2018,0.009,0.009,0.009,0.009,0
ACQ.AX,08 Oct 2018,1.27,1.27,1.26,1.26,101311
ACR.AX,08 Oct 2018,0.23,0.23,0.225,0.225,81942
ACS.AX,08 Oct 2018,0.008,0.008,0.008,0.008,0
ACW.AX,08 Oct 2018,0.048,0.049,0.048,0.049,39753
AD1.AX,08 Oct 2018,0.038,0.038,0.038,0.038,0
AD8.AX,08 Oct 2018,3.79,3.79,3.65,3.67,26220
ADA.AX,08 Oct 2018,1.74,1.76,1.725,1.75,30912
ADD.AX,08 Oct 2018,0.01,0.01,0.01,0.01,0
ADH.AX,08 Oct 2018,2.44,2.49,2.42,2.45,151914
ADJ.AX,08 Oct 2018,0.052,0.053,0.052,0.052,842826
ADN.AX,08 Oct 2018,0.007,0.007,0.006,0.006,4917000
ADNOB.AX,08 Oct 2018,0.003,0.003,0.003,0.003,3100000
ADO.AX,08 Oct 2018,0.012,0.012,0.012,0.012,389402
ADR.AX,08 Oct 2018,0.079,0.08,0.079,0.08,149844
ADT.AX,08 Oct 2018,0.445,0.45,0.445,0.45,43122
ADV.AX,08 Oct 2018,0.007,0.007,0.007,0.007,6930109
ADX.AX,08 Oct 2018,0.012,0.012,0.012,0.012,388491
ADY.AX,08 Oct 2018,0.013,0.013,0.013,0.013,0
AEB.AX,08 Oct 2018,0.013,0.014,0.012,0.012,2498521
AEBO.AX,08 Oct 2018,0.003,0.003,0.003,0.003,0
AEE.AX,08 Oct 2018,0.021,0.021,0.02,0.02,2926189
AEF.AX,08 Oct 2018,165.01,167.8,165.01,166.99,628
AEG.AX,08 Oct 2018,1.2,1.205,1.19,1.195,200663
AEI.AX,08 Oct 2018,0.17,0.17,0.17,0.17,0
AER.AX,08 Oct 2018,0.051,0.051,0.051,0.051,0
AEV.AX,08 Oct 2018,0.016,0.016,0.016,0.016,0
AFA.AX,08 Oct 2018,0.16,0.16,0.16,0.16,0
AFG.AX,08 Oct 2018,1.6,1.6,1.55,1.56,46142
AFI.AX,08 Oct 2018,6.23,6.25,6.22,6.24,383307
AFP.AX,08 Oct 2018,2.05,2.05,2.05,2.05,1000
AFR.AX,08 Oct 2018,0.02,0.02,0.02,0.02,124260
AFT.AX,08 Oct 2018,0.001,0.001,0.001,0.001,0
AGD.AX,08 Oct 2018,0.07,0.07,0.07,0.07,0
AGE.AX,08 Oct 2018,0.005,0.005,0.005,0.005,0
AGEO.AX,08 Oct 2018,0.001,0.001,0.001,0.001,0
AGG.AX,08 Oct 2018,2.4,2.4,2.4,2.4,3220
AGH.AX,08 Oct 2018,0.625,0.625,0.575,0.58,876009
AGI.AX,08 Oct 2018,1.17,1.19,1.16,1.16,61461
AGJ.AX,08 Oct 2018,0.045,0.045,0.045,0.045,0
AGL.AX,08 Oct 2018,19.75,19.85,19.61,19.65,1042069
AGLKOB.AX,08 Oct 2018,1.13,1.13,1.13,1.13,0
AGLKOC.AX,08 Oct 2018,2.7,2.7,2.7,2.7,0
