Symbol,Date,Open,High,Low,Close,Volume
14D.AX,25 Sep 2019,0.23,0.23,0.21,0.21,11178
14DO.AX,25 Sep 2019,0.03,0.03,0.03,0.03,0
1AD.AX,25 Sep 2019,0.155,0.155,0.15,0.155,211763
1ADO.AX,25 Sep 2019,0.05,0.05,0.05,0.05,15000
1AG.AX,25 Sep 2019,0.04,0.04,0.04,0.04,2000
1AL.AX,25 Sep 2019,0.8,0.8,0.8,0.8,0
1ST.AX,25 Sep 2019,0.061,0.064,0.061,0.063,199381
2BE.AX,25 Sep 2019,0.29,0.3,0.285,0.3,99007
360.AX,25 Sep 2019,3.54,3.54,3.35,3.4,36455
3DP.AX,25 Sep 2019,0.045,0.045,0.045,0.045,833535
3PL.AX,25 Sep 2019,0.86,0.89,0.845,0.89,42991
4CE.AX,25 Sep 2019,0.017,0.017,0.017,0.017,1224
4DS.AX,25 Sep 2019,0.069,0.072,0.068,0.069,6741062
5GN.AX,25 Sep 2019,0.83,0.835,0.81,0.81,232808
88E.AX,25 Sep 2019,0.013,0.013,0.012,0.012,18993484
8CO.AX,25 Sep 2019,0.095,0.095,0.095,0.095,472128
8COO.AX,25 Sep 2019,0.06,0.06,0.06,0.06,450000
8EC.AX,25 Sep 2019,0.077,0.077,0.077,0.077,0
8IH.AX,25 Sep 2019,0.09,0.09,0.09,0.09,0
8VI.AX,25 Sep 2019,0.2,0.2,0.2,0.2,0
9SP.AX,25 Sep 2019,0.018,0.018,0.018,0.018,5762161
A1G.AX,25 Sep 2019,0.185,0.185,0.185,0.185,3500
A1M.AX,25 Sep 2019,0.4,0.4,0.4,0.4,0
A200.AX,25 Sep 2019,113.35,113.93,113.35,113.83,44238
A2B.AX,25 Sep 2019,1.515,1.535,1.5,1.51,244814
A2M.AX,25 Sep 2019,12.2,12.42,12.12,12.33,4296523
A2MKOA.AX,25 Sep 2019,2.75,2.94,2.74,2.92,35700
A2MKOC.AX,25 Sep 2019,4.97,4.97,4.97,4.97,0
A2MKOG.AX,25 Sep 2019,7.5,7.5,7.5,7.5,0
A2MKOH.AX,25 Sep 2019,7.49,7.49,7.49,7.49,0
A2MKOR.AX,25 Sep 2019,8.63,8.63,8.63,8.63,0
A2MKOT.AX,25 Sep 2019,7.1,7.1,7.1,7.1,0
A2MKOU.AX,25 Sep 2019,7.1,7.1,7.1,7.1,1000
A3D.AX,25 Sep 2019,0.27,0.27,0.27,0.27,19950
A3DO.AX,25 Sep 2019,0.1,0.1,0.1,0.1,0
A40.AX,25 Sep 2019,0.082,0.082,0.082,0.082,0
A4N.AX,25 Sep 2019,0.175,0.175,0.17,0.17,756946
AAA.AX,25 Sep 2019,50.125,50.13,50.12,50.13,63586
AAC.AX,25 Sep 2019,1.01,1.05,1.01,1.045,554598
AACKOB.AX,25 Sep 2019,0.31,0.31,0.31,0.31,5000
AAJ.AX,25 Sep 2019,0.005,0.005,0.005,0.005,1500000
AAP.AX,25 Sep 2019,0.016,0.016,0.016,0.016,0
AAR.AX,25 Sep 2019,0.096,0.096,0.092,0.092,642589
AAU.AX,25 Sep 2019,0.009,0.009,0.009,0.009,1580000
AB1.AX,25 Sep 2019,0.18,0.18,0.18,0.18,0
AB1O.AX,25 Sep 2019,0.1,0.1,0.1,0.1,0
ABA.AX,25 Sep 2019,5.5,5.5,5.43,5.43,1182
ABC.AX,25 Sep 2019,3.16,3.195,3.09,3.12,1665806
ABCKOC.AX,25 Sep 2019,0.68,0.68,0.68,0.68,7000
ABCKOQ.AX,25 Sep 2019,1.245,1.245,1.245,1.245,0
ABL.AX,25 Sep 2019,0.003,0.003,0.003,0.003,0
ABP.AX,25 Sep 2019,3.9,3.96,3.9,3.94,768597
ABR.AX,25 Sep 2019,0.35,0.35,0.34,0.34,326240
ABT.AX,25 Sep 2019,0.065,0.065,0.065,0.065,0
ABV.AX,25 Sep 2019,0.027,0.027,0.027,0.027,21789
ABW.AX,25 Sep 2019,0.19,0.19,0.19,0.19,0
ABX.AX,25 Sep 2019,0.11,0.11,0.11,0.11,135000
AC8.AX,25 Sep 2019,0.36,0.362,0.35,0.35,732368
ACB.AX,25 Sep 2019,0.034,0.034,0.03,0.03,1532
ACDC.AX,25 Sep 2019,47.26,47.26,46.84,46.93,52
ACF.AX,25 Sep 2019,0.25,0.25,0.25,0.25,40000
ACP.AX,25 Sep 2019,0.005,0.005,0.005,0.005,0
ACQ.AX,25 Sep 2019,1.07,1.095,1.07,1.095,38050
ACR.AX,25 Sep 2019,0.18,0.18,0.18,0.18,18750
ACS.AX,25 Sep 2019,0.003,0.003,0.003,0.003,0
ACW.AX,25 Sep 2019,0.008,0.008,0.008,0.008,2288003
AD1.AX,25 Sep 2019,0.016,0.016,0.016,0.016,0
AD8.AX,25 Sep 2019,7.2,7.5,7.12,7.42,334768
ADA.AX,25 Sep 2019,0.44,0.455,0.44,0.44,5453
ADD.AX,25 Sep 2019,0.009,0.009,0.009,0.009,0
ADH.AX,25 Sep 2019,1.93,1.94,1.84,1.88,985608
ADI.AX,25 Sep 2019,2.94,2.96,2.92,2.94,127023
ADJ.AX,25 Sep 2019,0.027,0.027,0.027,0.027,203000
ADN.AX,25 Sep 2019,0.074,0.079,0.074,0.074,25223441
ADNOB.AX,25 Sep 2019,0.062,0.064,0.06,0.062,6375535
ADO.AX,25 Sep 2019,0.014,0.014,0.013,0.013,2918924
ADOO.AX,25 Sep 2019,0.005,0.005,0.005,0.005,0
ADR.AX,25 Sep 2019,0.027,0.027,0.027,0.027,18000
ADT.AX,25 Sep 2019,0.995,1.045,0.965,1.045,160325
ADV.AX,25 Sep 2019,0.003,0.003,0.003,0.003,625000
ADX.AX,25 Sep 2019,0.012,0.012,0.011,0.011,384695
ADY.AX,25 Sep 2019,0.012,0.012,0.012,0.012,0
AEB.AX,25 Sep 2019,0.009,0.009,0.009,0.009,0
AEBO.AX,25 Sep 2019,0.002,0.002,0.002,0.002,0
