Symbol,Date,Open,High,Low,Close,Volume
14D.AX,26 Mar 2019,0.305,0.305,0.305,0.305,3250
14DO.AX,26 Mar 2019,0.095,0.095,0.095,0.095,0
1AD.AX,26 Mar 2019,0.25,0.25,0.25,0.25,24757
1AG.AX,26 Mar 2019,0.029,0.029,0.029,0.029,0
1AL.AX,26 Mar 2019,0.93,0.93,0.93,0.93,0
1ST.AX,26 Mar 2019,0.054,0.055,0.05,0.05,1126423
3DP.AX,26 Mar 2019,0.038,0.038,0.038,0.038,442494
3PL.AX,26 Mar 2019,1.005,1.005,1.005,1.005,559734
4CE.AX,26 Mar 2019,0.01,0.01,0.01,0.01,0
4DS.AX,26 Mar 2019,0.067,0.072,0.067,0.069,2607327
5GN.AX,26 Mar 2019,0.79,0.79,0.77,0.77,123789
88E.AX,26 Mar 2019,0.015,0.015,0.014,0.014,2483813
8CO.AX,26 Mar 2019,0.045,0.046,0.045,0.045,306311
8COO.AX,26 Mar 2019,0.01,0.01,0.01,0.01,0
8EC.AX,26 Mar 2019,0.72,0.72,0.72,0.72,0
8IH.AX,26 Mar 2019,0.065,0.065,0.065,0.065,0
8VI.AX,26 Mar 2019,0.55,0.55,0.55,0.55,0
9SP.AX,26 Mar 2019,0.028,0.028,0.025,0.026,3720386
A1G.AX,26 Mar 2019,0.235,0.235,0.23,0.23,46192
A200.AX,26 Mar 2019,103.4,103.67,103.3,103.55,4736
A2B.AX,26 Mar 2019,2.04,2.14,2.03,2.1,100917
A2M.AX,26 Mar 2019,13.3,13.53,13.3,13.44,4849644
A2MKOA.AX,26 Mar 2019,4.25,4.37,4.25,4.31,12000
A2MKOC.AX,26 Mar 2019,5.85,5.85,5.85,5.85,0
A2MKOG.AX,26 Mar 2019,8.52,8.52,8.52,8.52,0
A2MKOH.AX,26 Mar 2019,7.12,7.12,7.12,7.12,0
A2MKOR.AX,26 Mar 2019,7.01,7.01,7.01,7.01,0
A3D.AX,26 Mar 2019,0.405,0.405,0.38,0.4,151280
A3DO.AX,26 Mar 2019,0.14,0.14,0.14,0.14,0
A40.AX,26 Mar 2019,0.18,0.185,0.175,0.185,639105
A4N.AX,26 Mar 2019,0.115,0.115,0.11,0.115,175652
AAA.AX,26 Mar 2019,50.13,50.14,50.13,50.14,149111
AAC.AX,26 Mar 2019,1,1,0.965,0.97,1299630
AACKOB.AX,26 Mar 2019,0.275,0.275,0.275,0.275,20000
AAJ.AX,26 Mar 2019,0.006,0.006,0.006,0.006,0
AAP.AX,26 Mar 2019,0.018,0.018,0.018,0.018,0
AAR.AX,26 Mar 2019,0.064,0.068,0.064,0.065,462629
AAU.AX,26 Mar 2019,0.008,0.008,0.008,0.008,0
AB1.AX,26 Mar 2019,0.105,0.105,0.1,0.1,4354480
AB1O.AX,26 Mar 2019,0.035,0.035,0.035,0.035,0
ABA.AX,26 Mar 2019,5.13,5.155,5.13,5.155,1778
ABC.AX,26 Mar 2019,4.34,4.5,4.33,4.48,1293716
ABCKOC.AX,26 Mar 2019,1.25,1.25,1.25,1.25,0
ABCKOQ.AX,26 Mar 2019,2.16,2.16,2.16,2.16,0
ABL.AX,26 Mar 2019,0.004,0.004,0.004,0.004,0
ABP.AX,26 Mar 2019,3.7,3.75,3.7,3.74,703089
ABR.AX,26 Mar 2019,0.19,0.195,0.19,0.19,219252
ABT.AX,26 Mar 2019,0.1,0.1,0.1,0.1,0
ABV.AX,26 Mar 2019,0.012,0.012,0.012,0.012,309711
ABW.AX,26 Mar 2019,0.19,0.19,0.19,0.19,0
ABX.AX,26 Mar 2019,0.1,0.1,0.1,0.1,22160
AC8.AX,26 Mar 2019,0.355,0.41,0.355,0.405,7470203
ACB.AX,26 Mar 2019,0.035,0.035,0.035,0.035,55360
ACDC.AX,26 Mar 2019,46.87,46.99,46.85,46.93,983
ACF.AX,26 Mar 2019,0.37,0.385,0.37,0.375,285369
ACP.AX,26 Mar 2019,0.008,0.008,0.008,0.008,0
ACQ.AX,26 Mar 2019,1.07,1.07,1.065,1.065,27700
ACR.AX,26 Mar 2019,0.18,0.182,0.18,0.182,15371
ACS.AX,26 Mar 2019,0.006,0.006,0.006,0.006,0
ACW.AX,26 Mar 2019,0.055,0.055,0.054,0.054,2335064
AD1.AX,26 Mar 2019,0.021,0.021,0.019,0.02,492500
AD8.AX,26 Mar 2019,5.47,5.55,5.44,5.5,132404
ADA.AX,26 Mar 2019,0.805,0.805,0.67,0.745,842624
ADD.AX,26 Mar 2019,0.01,0.01,0.01,0.01,0
ADH.AX,26 Mar 2019,1.72,1.755,1.67,1.67,1069357
ADI.AX,26 Mar 2019,2.86,2.89,2.86,2.86,64147
ADJ.AX,26 Mar 2019,0.036,0.036,0.03,0.032,473815
ADN.AX,26 Mar 2019,0.006,0.006,0.005,0.005,1349244
ADNOB.AX,26 Mar 2019,0.003,0.003,0.003,0.003,0
ADO.AX,26 Mar 2019,0.018,0.018,0.018,0.018,0
ADR.AX,26 Mar 2019,0.027,0.028,0.027,0.027,787715
ADT.AX,26 Mar 2019,0.9,0.9,0.87,0.87,181219
ADV.AX,26 Mar 2019,0.003,0.003,0.003,0.003,400011
ADX.AX,26 Mar 2019,0.005,0.005,0.005,0.005,100000
ADY.AX,26 Mar 2019,0.013,0.013,0.013,0.013,93890
AEB.AX,26 Mar 2019,0.009,0.009,0.009,0.009,0
AEBO.AX,26 Mar 2019,0.002,0.002,0.002,0.002,0
AEE.AX,26 Mar 2019,0.013,0.013,0.012,0.012,1776248
AEF.AX,26 Mar 2019,2.25,2.3,2.22,2.3,88014
AEG.AX,26 Mar 2019,0.935,0.945,0.92,0.945,133460
AEI.AX,26 Mar 2019,0.13,0.13,0.13,0.13,150000
AER.AX,26 Mar 2019,0.06,0.06,0.06,0.06,0
AEV.AX,26 Mar 2019,0.014,0.015,0.014,0.015,45200
AFA.AX,26 Mar 2019,0.105,0.105,0.105,0.105,3727
AFG.AX,26 Mar 2019,1.26,1.275,1.255,1.27,152723
AFI.AX,26 Mar 2019,5.94,5.95,5.91,5.92,269086
AFP.AX,26 Mar 2019,1.975,1.975,1.975,1.975,0
AFR.AX,26 Mar 2019,0.013,0.017,0.013,0.017,661707
AFT.AX,26 Mar 2019,0.001,0.001,0.001,0.001,0
AGD.AX,26 Mar 2019,0.11,0.11,0.11,0.11,0
AGE.AX,26 Mar 2019,0.003,0.003,0.003,0.003,1044391
AGEO.AX,26 Mar 2019,0.001,0.001,0.001,0.001,0
AGG.AX,26 Mar 2019,4.08,4.09,4.04,4.09,3105
AGH.AX,26 Mar 2019,0.37,0.37,0.35,0.365,157490
AGI.AX,26 Mar 2019,0.895,0.895,0.85,0.855,97491
AGJ.AX,26 Mar 2019,0.031,0.031,0.031,0.031,0
AGL.AX,26 Mar 2019,21.69,22.06,21.66,21.92,2805575
AGLKOB.AX,26 Mar 2019,1.13,1.13,1.13,1.13,0
AGLKOC.AX,26 Mar 2019,5.55,5.55,5.55,5.55,0
AGLKOF.AX,26 Mar 2019,5.84,5.84,5.84,5.84,0
AGLKOQ.AX,26 Mar 2019,4.17,4.17,4.17,4.17,0
AGM.AX,26 Mar 2019,1.82,1.82,1.82,1.82,104
AGR.AX,26 Mar 2019,0.089,0.092,0.089,0.091,388072
AGS.AX,26 Mar 2019,0.09,0.09,0.09,0.09,365685
AGX1.AX,26 Mar 2019,5.02,5.02,5.02,5.02,0
AGY.AX,26 Mar 2019,0.094,0.095,0.093,0.093,863663
AHF.AX,26 Mar 2019,0.13,0.135,0.125,0.125,246927
AHK.AX,26 Mar 2019,0.018,0.018,0.018,0.018,0
AHL.AX,26 Mar 2019,0.01,0.01,0.01,0.01,20000
AHN.AX,26 Mar 2019,0.01,0.01,0.01,0.01,42967
AHQ.AX,26 Mar 2019,0.064,0.064,0.064,0.064,0
AHX.AX,26 Mar 2019,0.47,0.47,0.47,0.47,0
AHY.AX,26 Mar 2019,0.92,0.925,0.87,0.925,1410950
AHZ.AX,26 Mar 2019,0.04,0.043,0.04,0.041,535529
AHZO.AX,26 Mar 2019,0.022,0.022,0.022,0.022,0
AIA.AX,26 Mar 2019,7.75,8.14,7.735,7.74,86854
AIB.AX,26 Mar 2019,0.1,0.1,0.1,0.1,10000
AIQ.AX,26 Mar 2019,0.095,0.095,0.095,0.095,0
AIR.AX,26 Mar 2019,0.093,0.093,0.093,0.093,0
AIS.AX,26 Mar 2019,0.165,0.165,0.16,0.16,353493
AIV.AX,26 Mar 2019,0.2,0.2,0.2,0.2,0
AIY.AX,26 Mar 2019,0.075,0.075,0.075,0.075,158719
AIYOB.AX,26 Mar 2019,0.04,0.04,0.04,0.04,0
AIZ.AX,26 Mar 2019,2.29,2.31,2.28,2.29,53503
AJC.AX,26 Mar 2019,0.001,0.001,0.001,0.001,2347500
AJJ.AX,26 Mar 2019,0.12,0.12,0.12,0.12,0
AJL.AX,26 Mar 2019,0.095,0.095,0.095,0.095,0
AJM.AX,26 Mar 2019,0.13,0.135,0.13,0.13,2004911
AJMOB.AX,26 Mar 2019,0.033,0.038,0.033,0.038,3356237
AJQ.AX,26 Mar 2019,0.094,0.095,0.093,0.095,297373
AJX.AX,26 Mar 2019,0.12,0.135,0.12,0.13,1235216
AJY.AX,26 Mar 2019,0.12,0.12,0.12,0.12,0
AKG.AX,26 Mar 2019,0.4,0.4,0.4,0.4,0
AKM.AX,26 Mar 2019,0.027,0.028,0.027,0.028,1768908
AKN.AX,26 Mar 2019,0.001,0.001,0.001,0.001,500000
AKP.AX,26 Mar 2019,18.01,19,18.01,18.5,10233
AL8.AX,26 Mar 2019,0.055,0.055,0.055,0.055,0
ALC.AX,26 Mar 2019,0.058,0.063,0.057,0.063,5022604
ALF.AX,26 Mar 2019,0.905,0.905,0.905,0.905,2312636
ALG.AX,26 Mar 2019,1.235,1.245,1.175,1.19,1104794
ALI.AX,26 Mar 2019,2.13,2.14,2.13,2.14,122476
ALK.AX,26 Mar 2019,0.24,0.255,0.24,0.255,2050151
ALL.AX,26 Mar 2019,24.3,24.72,24.11,24.63,3764731
ALLKOG.AX,26 Mar 2019,16.97,16.97,16.97,16.97,0
ALLKOP.AX,26 Mar 2019,5.24,5.24,5.24,5.24,0
ALQ.AX,26 Mar 2019,7.8,7.8,7.57,7.65,2508179
ALQKOB.AX,26 Mar 2019,3.12,3.12,3.12,3.12,0
ALQKOE.AX,26 Mar 2019,1.39,1.39,1.39,1.39,0
ALQKOR.AX,26 Mar 2019,2.25,2.25,2.25,2.25,0
ALQKOU.AX,26 Mar 2019,2.65,2.65,2.65,2.65,0
ALT.AX,26 Mar 2019,0.004,0.004,0.004,0.004,0
ALU.AX,26 Mar 2019,31.99,32.34,31.33,32.2,636962
ALUKOA.AX,26 Mar 2019,21,21,21,21,0
ALUKOB.AX,26 Mar 2019,15.8,15.8,15.8,15.8,0
ALUKOP.AX,26 Mar 2019,7.38,7.38,7.38,7.38,0
ALUKOS.AX,26 Mar 2019,11.3,11.3,11.3,11.3,0
ALX.AX,26 Mar 2019,7.13,7.38,7.08,7.32,2847206
ALXKOB.AX,26 Mar 2019,1.515,1.515,1.495,1.495,5000
ALXKOQ.AX,26 Mar 2019,1.175,1.175,1.175,1.175,0
ALXKOR.AX,26 Mar 2019,1.63,1.63,1.63,1.63,0
ALXKOS.AX,26 Mar 2019,2.26,2.26,2.26,2.26,0
ALY.AX,26 Mar 2019,0.013,0.013,0.013,0.013,613552
AMA.AX,26 Mar 2019,1.01,1.03,1.01,1.03,197222
AMB.AX,26 Mar 2019,0.08,0.08,0.08,0.08,0
AMC.AX,26 Mar 2019,15.26,15.28,15.17,15.21,2952448
AMCKOQ.AX,26 Mar 2019,2.07,2.07,2.07,2.07,0
AMCKOR.AX,26 Mar 2019,3.74,3.74,3.74,3.74,0
AMCKOS.AX,26 Mar 2019,2.39,2.39,2.39,2.39,0
AMD.AX,26 Mar 2019,0.01,0.01,0.01,0.01,0
AMDOA.AX,26 Mar 2019,0.001,0.001,0.001,0.001,0
AME.AX,26 Mar 2019,0.033,0.033,0.033,0.033,0
AMG.AX,26 Mar 2019,0.14,0.14,0.14,0.14,122457
